ID,Gene title,Gene symbol,Platform_ORF
5779,Fra1p,FRA1,YLL029W
5780,hypothetical protein,YEL043W,YEL043W
5781,Spt20p,SPT20,YOL148C
5782,hypothetical protein,YDR338C,YDR338C
5783,Mrx12p,MRX12,YJR003C
5784,hypothetical protein,YKR078W,YKR078W
5785,Scj1p,SCJ1,YMR214W
5786,glutamate decarboxylase GAD1,GAD1,YMR250W
5787,Cup9p,CUP9,YPL177C
5789,metalloendopeptidase,OCT1,YKL134C
5790,guanine nucleotide exchange factor SEC2,SEC2,YNL272C
5791,bifunctional polyamine/amino acid permease SAM3,SAM3,YPL274W
5792,F1F0 ATP synthase subunit alpha,ATP1,YBL099W
5793,Rab GTPase-binding protein SRO7,SRO7,YPR032W
5795,Mef1p,MEF1,YLR069C
5796,putative subtilisin-like protease YSP3,YSP3,YOR003W
5797,rRNA methyltransferase NOP1,NOP1,YDL014W
5798,amino acid transporter BAP3,BAP3,YDR046C
5799,sphingosine N-acyltransferase LAG1,LAG1,YHL003C
5800,mitogen-activated serine/threonine-protein kinase SLT2,SLT2,YHR030C
5801,Ctf18p,CTF18,YMR078C
5802,cullin CDC53,CDC53,YDL132W
5803,Pal1p,PAL1,YDR348C
5804,Cdh1p,CDH1,YGL003C
5805,protoheme IX farnesyltransferase,COX10,YPL172C
5806,indolepyruvate decarboxylase 1,PDC1,YLR044C
5807,zinc finger-containing protein ZPR1,ZPR1,YGR211W
5808,septin SHS1,SHS1,YDL225W
5809,bifunctional hydroxyethylthiazole kinase/thiamine-phosphate diphosphorylase,THI6,YPL214C
5810,Rtt103p,RTT103,YDR289C
5812,Vps38p,VPS38,YLR360W
5813,homoisocitrate dehydrogenase,LYS12,YIL094C
5814,Aha1p,AHA1,YDR214W
5815,TFIIH complex serine/threonine-protein kinase subunit KIN28,KIN28,YDL108W
5816,polyadenylate-binding protein,PAB1,YER165W
5817,transcription factor MAL33,MAL33,YBR297W
5818,type I HSP40 co-chaperone YDJ1,YDJ1,YNL064C
5819,hypothetical protein,YJR084W,YJR084W
5820,hypothetical protein,YFL054C,YFL054C
5821,Hda2p,HDA2,YDR295C
5822,Nam8p,NAM8,YHR086W
5823,exodeoxyribonuclease DIN7,DIN7,YDR263C
5824,alcohol dehydrogenase ADH1,ADH1,YOL086C
5825,rRNA-binding ribosome biosynthesis protein RPF2,RPF2,YKR081C
5826,DNA primase subunit PRI1,PRI1,YIR008C
5827,"fructose-2,6-bisphosphatase",FBP26,YJL155C
5828,Aim18p,AIM18,YHR198C
5829,tyrosine protein phosphatase YVH1,YVH1,YIR026C
5830,palmitoyltransferase SWF1,SWF1,YDR126W
5831,proteasome regulatory particle lid subunit RPN6,RPN6,YDL097C
5832,Jjj2p,JJJ2,YJL162C
5833,Nca2p,NCA2,YPR155C
5834,vacuolar transporter chaperone,VTC3,YPL019C
5835,Rec107p,REC107,YJR021C
5836,NAD+ transporter,YEA6,YEL006W
5837,D-lactate dehydrogenase,DLD1,YDL174C
5838,DEAH-box RNA helicase PRP16,PRP16,YKR086W
5839,5-aminolevulinate synthase,HEM1,YDR232W
5840,origin recognition complex subunit 4,ORC4,YPR162C
5841,gamma-tubulin,TUB4,YLR212C
5842,Cue3p,CUE3,YGL110C
5843,Thi74p,THI74,YDR438W
5844,dihydroorotase,URA4,YLR420W
5845,Tpn1p,TPN1,YGL186C
5846,translation initiation factor eIF5B,FUN12,YAL035W
5847,Rtp1p,RTP1,YMR185W
5848,zuotin,ZUO1,YGR285C
5849,bifunctional AP-4-A phosphorylase/ADP sulfurylase,APA2,YDR530C
5850,RNA exonuclease,NGL2,YMR285C
5851,ribonucleotide-diphosphate reductase subunit RNR4,RNR4,YGR180C
5852,Aim3p,AIM3,YBR108W
5853,cyclin-dependent serine/threonine protein kinase SSN3,SSN3,YPL042C
5854,GPI-anchor transamidase subunit GPI16,GPI16,YHR188C
5855,acetyl-CoA C-acetyltransferase,ERG10,YPL028W
5856,adenosylmethionine-8-amino-7-oxononanoate transaminase,BIO3,YNR058W
5857,hypothetical protein,YMR187C,YMR187C
5858,Rsc58p,RSC58,YLR033W
5859,Rec8p,REC8,YPR007C
5860,"alpha-1,2-mannosidase MNL1",MNL1,YHR204W
5861,asparagine--tRNA ligase SLM5,SLM5,YCR024C
5862,Yrm1p,YRM1,YOR172W
5864,tRNA dihydrouridine synthase,DUS1,YML080W
5865,serine/threonine protein kinase SAT4,SAT4,YCR008W
5866,Sqt1p,SQT1,YIR012W
5867,Rbs1p,RBS1,YDL189W
5868,CCR4-NOT core subunit NOT5,NOT5,YPR072W
5869,Csi2p,CSI2,YOL007C
5871,coatomer subunit beta,SEC26,YDR238C
5873,Pex21p,PEX21,YGR239C
5874,putative chitinase,CTS2,YDR371W
5875,putative AAA family ATPase YTA6,YTA6,YPL074W
5876,"putative mannan endo-1,6-alpha-mannosidase",DFG5,YMR238W
5877,Hsp70 family ATPase ECM10,ECM10,YEL030W
5878,Inn1p,INN1,YNL152W
5879,mitochondrial 37S ribosomal protein RSM23,RSM23,YGL129C
5880,Ula1p,ULA1,YPL003W
5881,Grh1p,GRH1,YDR517W
5882,mitochondrial 54S ribosomal protein YmL22,MRPL22,YNL177C
5884,transcription factor TFIIIC subunit TFC7,TFC7,YOR110W
5885,translation initiation factor eIF4G,TIF4631,YGR162W
5886,Pex32p,PEX32,YBR168W
5887,importin-alpha export receptor,CSE1,YGL238W
5888,flavin adenine dinucleotide transporter,FLC1,YPL221W
5889,Rme1p,RME1,YGR044C
5890,cleavage polyadenylation factor subunit CLP1,CLP1,YOR250C
5891,succinate--CoA ligase (GDP-forming) subunit beta,LSC2,YGR244C
5892,Bik1p,BIK1,YCL029C
5893,Pex28p,PEX28,YHR150W
5894,glutamate--ammonia ligase,GLN1,YPR035W
5896,mRNA splicing protein PRP45,PRP45,YAL032C
5897,rRNA-binding ribosome biosynthesis protein RPF1,RPF1,YHR088W
5898,peptide alpha-N-acetyltransferase complex A subunit NAT1,NAT1,YDL040C
5899,glucose-induced degradation complex subunit FYV10,FYV10,YIL097W
5900,ribosome biosynthesis protein MAK16,MAK16,YAL025C
5901,histone deacetylase HST2,HST2,YPL015C
5902,Rbg2p,RBG2,YGR173W
5903,Set6p,SET6,YPL165C
5904,Ast2p,AST2,YER101C
5905,Hal9p,HAL9,YOL089C
5906,Gcs1p,GCS1,YDL226C
5907,Rlm1p,RLM1,YPL089C
5908,hypothetical protein,YIR014W,YIR014W
5909,signal recognition particle subunit SRP68,SRP68,YPL243W
5910,tRNA adenylyltransferase,CCA1,YER168C
5911,rRNA-binding endoribonuclease,NOB1,YOR056C
5912,SUMO ligase SIZ1,SIZ1,YDR409W
5913,cAMP-dependent protein kinase catalytic subunit TPK2,TPK2,YPL203W
5914,aconitate hydratase ACO2,ACO2,YJL200C
5915,inorganic diphosphatase IPP1,IPP1,YBR011C
5916,GDP-mannose transporter,VRG4,YGL225W
5917,5'-(N(7)-methyl 5'-triphosphoguanosine)-(mRNA) diphosphatase,DCS2,YOR173W
5918,histone methyltransferase DOT1,DOT1,YDR440W
5919,Fth1p,FTH1,YBR207W
5920,putative serine/threonine protein kinase KKQ8,KKQ8,YKL168C
5921,protein phosphatase regulator GIP1,GIP1,YBR045C
5922,omega-class glutathione transferase,GTO1,YGR154C
5923,Ste13p,STE13,YOR219C
5924,pantothenate kinase,CAB1,YDR531W
5925,exocyst subunit SEC5,SEC5,YDR166C
5926,COPII subunit SEC24,SEC24,YIL109C
5927,tRNA methyltransferase PPM2,PPM2,YOL141W
5929,nucleosome assembly factor ASF1,ASF1,YJL115W
5930,putative O-acyltransferase,GUP2,YPL189W
5931,E1 ubiquitin-activating protein UBA2,UBA2,YDR390C
5932,cruciform cutting endonuclease,CCE1,YKL011C
5933,O-phospho-L-serine:2-oxoglutarate transaminase,SER1,YOR184W
5934,alpha-ketoglutarate dehydrogenase KGD2,KGD2,YDR148C
5935,Pan3p,PAN3,YKL025C
5936,histone deacetylase,HOS1,YPR068C
5937,Cad1p,CAD1,YDR423C
5938,Bas1p,BAS1,YKR099W
5939,Rim20p,RIM20,YOR275C
5940,Signal recognition particle receptor subunit alpha,SRP101,YDR292C
5941,Oac1p,OAC1,YKL120W
5942,Rrp9p,RRP9,YPR137W
5943,RNA-binding GTPase NUG1,NUG1,YER006W
5944,guanine nucleotide exchange factor VPS9,VPS9,YML097C
5945,deoxyribodipyrimidine photo-lyase PHR1,PHR1,YOR386W
5947,transcription factor TFIIE subunit TFA2,TFA2,YKR062W
5948,MCM DNA helicase complex subunit MCM2,MCM2,YBL023C
5949,translation initiation factor eIF2B subunit alpha,GCN3,YKR026C
5950,hypothetical protein,YOR114W,YOR114W
5951,hydroxyacyl-thioester dehydratase HTD2,HTD2,YHR067W
5952,hypothetical protein,YDR262W,YDR262W
5953,Sld7p,SLD7,YOR060C
5954,tRNA (guanine46-N7)-methyltransferase,TRM8,YDL201W
5955,isopentenyl-diphosphate delta-isomerase IDI1,IDI1,YPL117C
5956,Knh1p,KNH1,YDL049C
5957,ribosomal 60S subunit protein L5,RPL5,YPL131W
5958,Nat2p,NAT2,YGR147C
5959,inositol pentakisphosphate 2-kinase,IPK1,YDR315C
5960,Tye7p,TYE7,YOR344C
5961,Gmh1p,GMH1,YKR030W
5962,Mcp1p,MCP1,YOR228C
5963,uroporphyrinogen-III synthase HEM4,HEM4,YOR278W
5964,Arp10p,ARP10,YDR106W
5965,uracil phosphoribosyltransferase,FUR1,YHR128W
5966,bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase MET8,MET8,YBR213W
5967,Bxi1p,BXI1,YNL305C
5968,glucose-6-phosphate 1-epimerase,YMR099C,YMR099C
5969,Pug1p,PUG1,YER185W
5970,hydroxyacylglutathione hydrolase GLO2,GLO2,YDR272W
5971,putative GDP-mannose transporter,HVG1,YER039C
5972,Csi1p,CSI1,YMR025W
5973,hypothetical protein,YBL036C,YBL036C
5974,TATA-binding protein-associated factor TAF14,TAF14,YPL129W
5975,ESCRT-III subunit protein VPS24,VPS24,YKL041W
5976,hypothetical protein,YOR289W,YOR289W
5977,Ran GTPase GSP2,GSP2,YOR185C
5978,putative uridine kinase DAS2,DAS2,YDR020C
5979,,,YER188W
5980,guanine nucleotide exchange factor SDO1,SDO1,YLR022C
5981,protein-S-isoprenylcysteine carboxyl O-methyltransferase,STE14,YDR410C
5982,RNA-binding protein YRA1,YRA1,YDR381W
5983,adenylate kinase ADK1,ADK1,YDR226W
5984,Tri1p,TRI1,YMR233W
5985,Rmr1p,RMR1,YGL250W
5986,exosome non-catalytic core subunit SKI6,SKI6,YGR195W
5987,NADHX epimerase,YNL200C,YNL200C
5988,mediator complex subunit MED7,MED7,YOL135C
5989,Spr2p,SPR2,YOR214C
5990,sphingolipid homeostasis protein ORM2,ORM2,YLR350W
5991,hypothetical protein,YJL043W,YJL043W
5992,Erg29p,ERG29,YMR134W
5994,sphingolipid homeostasis protein ORM1,ORM1,YGR038W
5995,Scm3p,SCM3,YDL139C
5996,Mrt4p,MRT4,YKL009W
5997,hypothetical protein,YGR016W,YGR016W
5998,Rec102p,REC102,YLR329W
5999,Emp24p,EMP24,YGL200C
6000,Spr6p,SPR6,YER115C
6001,cleavage polyadenylation factor subunit SYC1,SYC1,YOR179C
6002,calcineurin regulatory subunit B,CNB1,YKL190W
6003,glycine decarboxylase subunit H,GCV3,YAL044C
6004,tropomyosin TPM1,TPM1,YNL079C
6005,succinate dehydrogenase cytochrome b subunit SDH3,SDH3,YKL141W
6006,Snf11p,SNF11,YDR073W
6007,hypothetical protein,YBL059W,YBL059W
6008,Aim34p,AIM34,YMR003W
6009,Aim20p,AIM20,YIL158W
6010,hypothetical protein,YOR387C,YOR387C
6011,ribosome biosynthesis protein LTO1,LTO1,YNL260C
6012,mRNA splicing protein SMB1,SMB1,YER029C
6013,Sec63 complex subunit SEC72,SEC72,YLR292C
6014,hypothetical protein,YFR045W,YFR045W
6015,Nop19p,NOP19,YGR251W
6016,lumazine synthase RIB4,RIB4,YOL143C
6017,Pth4p,PTH4,YOL114C
6018,Atg12p,ATG12,YBR217W
6019,hypothetical protein,YDR042C,YDR042C
6020,NEDD8-conjugating protein UBC12,UBC12,YLR306W
6021,Tmc1p,TMC1,YOR052C
6022,ribosomal 40S subunit protein S15,RPS15,YOL040C
6023,thiosulfate sulfurtransferase RDL2,RDL2,YOR286W
6024,,,YDR344C
6026,,,YLR302C
6027,Spo73p,SPO73,YER046W
6028,Aqy2p,AQY2,YLL052C
6030,hypothetical protein,YBR016W,YBR016W
6031,Ics3p,ICS3,YJL077C
6032,thiosulfate sulfurtransferase RDL1,RDL1,YOR285W
6033,Tom22p,TOM22,YNL131W
6034,Ldb7p,LDB7,YBL006C
6035,hypothetical protein,YLR125W,YLR125W
6036,,,YDR215C
6037,,,YKL097C
6038,Soh1p,SOH1,YGL127C
6039,Om14p,OM14,YBR230C
6040,Rim1p,RIM1,YCR028C-A
6041,ribonuclease P/MRP protein subunit POP7,POP7,YBR167C
6042,pseudo,YCL075W,YCL075W
6043,histone H2AZ,HTZ1,YOL012C
6044,mitochondrial 37S ribosomal protein YmS16,MRP17,YKL003C
6045,ribosomal 60S subunit protein L33B,RPL33B,YOR234C
6046,Rbl2p,RBL2,YOR265W
6047,,,YGR025W
6048,protein transporter TIM10,TIM10,YHR005C-A
6049,signal peptidase complex subunit SPC1,SPC1,YJR010C-A
6050,dolichyl-diphosphooligosaccharide--protein glycotransferase subunit,OST5,YGL226C-A
6051,Ecm15p,ECM15,YBL001C
6052,Dad1p,DAD1,YDR016C
6053,hypothetical protein,YGL193C,YGL193C
6054,,,YHL005C
6055,Fmp16p,FMP16,YDR070C
6056,mRNA splicing protein SMX2,SMX2,YFL017W-A
6057,thioredoxin TRX2,TRX2,YGR209C
6058,thioredoxin TRX1,TRX1,YLR043C
6059,,,YBR032W
6060,ribosomal 60S subunit protein L37B,RPL37B,YDR500C
6061,,,YDR250C
6063,Sm-like protein LSM2,LSM2,YBL026W
6064,,,YLR366W
6065,hypothetical protein,YPR096C,YPR096C
6066,mitochondrial 54S ribosomal protein YmL44,MRPL44,YMR225C
6067,,,YEL010W
6068,NEDD8 family protein RUB1,RUB1,YDR139C
6069,,,YLR349W
6070,ubiquitin-ribosomal 40S subunit protein S31 fusion protein,RPS31,YLR167W
6071,phenylacrylic acid decarboxylase PAD1,PAD1,YDR538W
6072,,,YJL211C
6073,,,YGR190C
6074,,,YDL062W
6075,peptidylprolyl isomerase CPR1,CPR1,YDR155C
6076,,,YBR099C
6077,mitochondrial nucleoid protein MNP1,MNP1,YGL068W
6078,,,YML095C-A
6079,,,YDR154C
6080,,,YGL072C
6081,,,YOR282W
6082,,,YGL165C
6084,ribosomal protein P2B,RPP2B,YDR382W
6085,,,YLR236C
6086,Sue1p,SUE1,YPR151C
6087,purine-cytosine permease,FCY22,YER060W-A
6088,proliferating cell nuclear antigen,POL30,YBR088C
6089,,,YJL182C
6090,Rnp1p,RNP1,YLL046C
6091,,,YGR114C
6092,,,YBL077W
6093,ribosomal 60S subunit protein L24B,RPL24B,YGR148C
6094,ribosomal 40S subunit protein S19B,RPS19B,YNL302C
6095,dolichyl-diphosphooligosaccharide-protein glycotransferase,OST2,YOR103C
6096,seripauperin PAU16,PAU16,YKL224C
6097,ribosomal 40S subunit protein S17B,RPS17B,YDR447C
6098,,,YBL062W
6099,,,YNL170W
6100,,,YBR064W
6101,,,YPR050C
6102,,,YOR218C
6103,ribosomal 40S subunit protein S17A,RPS17A,YML024W
6104,,,YOR263C
6105,,,YGL199C
6106,,,YNR042W
6107,,,YPL238C
6108,,,YOR333C
6109,hypothetical protein,YAL064W-B,YAL064W-B
6110,hypothetical protein,YER189W,YER189W
6111,,,YJL075C
6112,negative cofactor 2 transcription regulator complex subunit NCB2,NCB2,YDR397C
6113,ribosomal 40S subunit protein S18B,RPS18B,YML026C
6114,histone H2A,HTA2,YBL003C
6115,,,YNL324W
6116,seripauperin PAU15,PAU15,YIR041W
6117,,,YOR146W
6118,,,YML048W-A
6119,,,YPR002C-A
6120,,,YMR046W-A
6121,Ddr2p,DDR2,YOL053C-A
6122,,,YLR122C
6124,,,YCR018C-A
6125,DUP240 family protein,YAR029W,YAR029W
6126,hypothetical protein,YER138W-A,YER138W-A
6127,,,YBL012C
6128,,,YLR339C
6129,,,YDR355C
6130,,,YPR087W
6131,ribosomal 40S subunit protein S30B,RPS30B,YOR182C
6132,ribosomal 60S subunit protein L41B,RPL41B,YDL133C-A
6133,putative aryl-alcohol dehydrogenase,AAD3,YCR107W
6134,,,YCL022C
6135,,,YJR023C
6136,ribosomal 40S subunit protein S21B,RPS21B,YJL136C
6137,seripauperin PAU7,PAU7,YAR020C
6139,,,YDR509W
6140,"beta-1,3-glucan linked protein",PIR1,YKL164C
6174,"endo-1,3(4)-beta-glucanase",DSE4,YNR067C
6175,GTP-Rho binding exocyst subunit SEC3,SEC3,YER008C
6176,Rax2p,RAX2,YLR084C
6177,5-oxoprolinase,OXP1,YKL215C
6178,Nup170p,NUP170,YBL079W
6179,DNA repair ATPase SMC5,SMC5,YOL034W
6180,Cmr2p,CMR2,YOR093C
6181,serine/threonine protein kinase PKH2,PKH2,YOL100W
6182,hypothetical protein,YPL216W,YPL216W
6183,ion-transporting P-type ATPase SPF1,SPF1,YEL031W
6184,trifunctional fatty acid synthase subunit FAS2,FAS2,YPL231W
6185,Pan1p,PAN1,YIR006C
6186,Rgc1p,RGC1,YPR115W
6187,Rev3p,REV3,YPL167C
6188,formin BNI1,BNI1,YNL271C
6189,DNA-directed RNA polymerase III core subunit RET1,RET1,YOR207C
6190,Mon2p,MON2,YNL297C
6191,Swi1p,SWI1,YPL016W
6192,mitogen-activated protein kinase kinase kinase BCK1,BCK1,YJL095W
6193,glycerophosphocholine phosphodiesterase,GDE1,YPL110C
6194,chitin synthase CHS3,CHS3,YBR023C
6195,Stu1p,STU1,YBL034C
6196,Csr2p,CSR2,YPR030W
6197,Ysp2p,YSP2,YDR326C
6198,beta-glucan synthesis-associated protein KRE6,KRE6,YPR159W
6199,ATP-dependent DNA helicase YKU70,YKU70,YMR284W
6200,Gis3p,GIS3,YLR094C
6201,Rog3p,ROG3,YFR022W
6202,Ctf19p,CTF19,YPL018W
6203,Ugo1p,UGO1,YDR470C
6204,vacuolar transporter chaperone,VTC2,YFL004W
6205,metal cation transporter COT1,COT1,YOR316C
6206,isoleucine--tRNA ligase ISM1,ISM1,YPL040C
6207,Ndd1p,NDD1,YOR372C
6208,Eaf1p,EAF1,YDR359C
6209,DNA-binding transcription factor AFT1,AFT1,YGL071W
6211,Sds23p,SDS23,YGL056C
6212,Pex19p,PEX19,YDL065C
6213,Spc110p,SPC110,YDR356W
6214,Mon1p,MON1,YGL124C
6215,mitochondrial 54S ribosomal protein YmL10/YmL18,MRPL10,YNL284C
6216,metalloaminopeptidase APE1,APE1,YKL103C
6217,putative mannosyltransferase,KTR7,YIL085C
6218,Gat1p,GAT1,YFL021W
6219,hypothetical protein,YFR018C,YFR018C
6220,"putative N,N-dimethylaniline monooxygenase COQ6",COQ6,YGR255C
6221,Lrs4p,LRS4,YDR439W
6222,Gyl1p,GYL1,YMR192W
6223,Mch5p,MCH5,YOR306C
6224,Yap1802p,YAP1802,YGR241C
6225,Hlr1p,HLR1,YDR528W
6226,Rsf1p,RSF1,YMR030W
6227,transcription factor IME1,IME1,YJR094C
6228,coatomer subunit gamma,SEC21,YNL287W
6229,ribosome biosynthesis protein NOC4,NOC4,YPR144C
6230,prephenate dehydratase PHA2,PHA2,YNL316C
6231,hypothetical protein,YHR182W,YHR182W
6232,Zn(2+) transporter ZRC1,ZRC1,YMR243C
6233,Mud2p,MUD2,YKL074C
6234,Bub3p,BUB3,YOR026W
6235,Tos2p,TOS2,YGR221C
6236,ssRNA exonuclease RAT1,RAT1,YOR048C
6237,karyopherin alpha,SRP1,YNL189W
6238,Ca(2+)-dependent cysteine protease MCA1,MCA1,YOR197W
6239,Sph1p,SPH1,YLR313C
6240,Vik1p,VIK1,YPL253C
6241,phosphatase,PSR1,YLL010C
6242,GTPase-activating protein RGS2,RGS2,YOR107W
6243,hypothetical protein,YOR338W,YOR338W
6244,glutamate dehydrogenase (NADP(+)) GDH3,GDH3,YAL062W
6245,hexadecenal dehydrogenase,HFD1,YMR110C
6246,Nmd5p,NMD5,YJR132W
6247,pyruvate dehydrogenase (acetyl-transferring) subunit E1 alpha,PDA1,YER178W
6248,Hsp70 family ATPase SSA3,SSA3,YBL075C
6249,Pet127p,PET127,YOR017W
6250,Reh1p,REH1,YLR387C
6251,Mdv1p,MDV1,YJL112W
6252,aspartyl protease,YPS3,YLR121C
6253,ssDNA endodeoxyribonuclease SAE2,SAE2,YGL175C
6254,Kar4p,KAR4,YCL055W
6255,protein kinase FRK1,FRK1,YPL141C
6256,bifunctional aminopeptidase/epoxide hydrolase,LAP2,YNL045W
6257,tRNA N6-adenosine threonylcarbamoyltransferase,KAE1,YKR038C
6258,isocitrate dehydrogenase (NADP(+)) IDP2,IDP2,YLR174W
6259,"dolichyl-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-dolichol alpha-1,2- glucosyltransferase",DIE2,YGR227W
6260,glutamine permease GNP1,GNP1,YDR508C
6261,Obg-like ATPase,OLA1,YBR025C
6262,hypothetical protein,YPL245W,YPL245W
6263,Atg19p,ATG19,YOL082W
6264,Ndc1p,NDC1,YML031W
6265,6-phosphofructokinase subunit alpha,PFK1,YGR240C
6266,Rad4p,RAD4,YER162C
6267,protein disulfide isomerase EUG1,EUG1,YDR518W
6268,"(R,R)-butanediol dehydrogenase",BDH1,YAL060W
6269,translation elongation factor EF1B gamma,CAM1,YPL048W
6271,Msi1p,MSI1,YBR195C
6272,25S rRNA (uracil2634-N3)-methyltransferase,BMT5,YIL096C
6273,3'-5'-exodeoxyribonuclease,YBL055C,YBL055C
6274,SAM complex subunit SAM37,SAM37,YMR060C
6275,autophagy protein ATG9,ATG9,YDL149W
6276,tRNA 1-methyladenosine methyltransferase subunit GCD14,GCD14,YJL125C
6277,Pho89p,PHO89,YBR296C
6278,Nup85p,NUP85,YJR042W
6279,putative serine/threonine protein kinase MRK1,MRK1,YDL079C
6280,adenylate cyclase-binding protein,SRV2,YNL138W
6281,translation termination factor GTPase eRF3,SUP35,YDR172W
6282,sphinganine kinase YSR3,YSR3,YKR053C
6283,proteasome regulatory particle lid subunit RPN9,RPN9,YDR427W
6284,Irs4p,IRS4,YKR019C
6285,ATP-dependent RNA helicase,MRH4,YGL064C
6286,CCR4-NOT core subunit CAF40,CAF40,YNL288W
6287,Ubx5p,UBX5,YDR330W
6288,hypothetical protein,YML020W,YML020W
6289,proteinase B,PRB1,YEL060C
6290,Fus2p,FUS2,YMR232W
6291,protein serine/threonine phosphatase,PPT1,YGR123C
6292,Rqc2p,RQC2,YPL009C
6293,Rmd9p,RMD9,YGL107C
6294,Nnf2p,NNF2,YGR089W
6295,histidine--tRNA ligase,HTS1,YPR033C
6296,G protein subunit beta,STE4,YOR212W
6297,ATP synthase complex assembly protein ATP12,ATP12,YJL180C
6298,Pep7p,PEP7,YDR323C
6299,Atp25p,ATP25,YMR098C
6300,forkhead family transcription factor FKH1,FKH1,YIL131C
6301,DNA-dependent ATPase RDH54,RDH54,YBR073W
6302,Pex25p,PEX25,YPL112C
6303,GTPase-activating protein SST2,SST2,YLR452C
6304,type 2C protein phosphatase PTC2,PTC2,YER089C
6305,Ear1p,EAR1,YMR171C
6306,Apl1p,APL1,YJR005W
6307,FMN adenylyltransferase,FAD1,YDL045C
6308,Rsc6p,RSC6,YCR052W
6309,Aep2p,AEP2,YMR282C
6310,protein phosphatase 2A regulatory subunit CDC55,CDC55,YGL190C
6311,Sqs1p,SQS1,YNL224C
6312,galactose permease GAL2,GAL2,YLR081W
6313,FG-nucleoporin NUP57,NUP57,YGR119C
6314,nucleoporin GLE1,GLE1,YDL207W
6315,Mrx6p,MRX6,YNL295W
6316,serine/threonine protein kinase SCH9,SCH9,YHR205W
6317,DNA ligase (ATP) DNL4,DNL4,YOR005C
6318,Rif2p,RIF2,YLR453C
6319,leucine carboxy methyltransferase,PPM1,YDR435C
6320,Mme1p,MME1,YMR166C
6321,Sac7p,SAC7,YDR389W
6322,diacylglycerol cholinephosphotransferase,CPT1,YNL130C
6323,Ras family guanine nucleotide exchange factor BUD5,BUD5,YCR038C
6324,translation initiation factor eIF3 subunit i,TIF34,YMR146C
6325,coiled-coil domain-containing protein MAD1,MAD1,YGL086W
6326,isocitrate dehydrogenase (NAD(+)) IDH1,IDH1,YNL037C
6327,DNA-dependent ATPase RAD54,RAD54,YGL163C
6328,Snf12p,SNF12,YNR023W
6329,type 2A-related serine/threonine-protein phosphatase SIT4,SIT4,YDL047W
6330,pheromone-regulated protein PRM1,PRM1,YNL279W
6331,tubulin-dependent ATPase KIP3,KIP3,YGL216W
6332,RNA exonuclease,NGL1,YOL042W
6333,phosphogluconate dehydrogenase (decarboxylating) GND2,GND2,YGR256W
6335,proteasome regulatory particle lid subunit RPN5,RPN5,YDL147W
6336,Ett1p,ETT1,YOR051C
6337,mRNA-binding ribosome synthesis protein NOP7,NOP7,YGR103W
6338,Bfr1p,BFR1,YOR198C
6339,Mrx5p,MRX5,YJL147C
6340,Afi1p,AFI1,YOR129C
6341,bifunctional AAA family ATPase chaperone/translocase BCS1,BCS1,YDR375C
6342,Rtf1p,RTF1,YGL244W
6343,COPII subunit SFB2,SFB2,YNL049C
6344,serine/threonine protein kinase TOS3,TOS3,YGL179C
6345,Mmt2p,MMT2,YPL224C
6346,Mip6p,MIP6,YHR015W
6347,Ytp1p,YTP1,YNL237W
6348,ribosome biosynthesis protein ENP2,ENP2,YGR145W
6349,Kre1p,KRE1,YNL322C
6350,protein kinase IME2,IME2,YJL106W
6351,ubiquitin-protein ligase ASR1,ASR1,YPR093C
6352,ubiquitin-binding SDF ubiquitin ligase complex subunit MET30,MET30,YIL046W
6353,RNA-binding ATPase activator ESF2,ESF2,YNR054C
6354,Stp2p,STP2,YHR006W
6355,histone deacetylase RPD3,RPD3,YNL330C
6356,Stb6p,STB6,YKL072W
6357,ERMES complex Ca(2+)-binding regulatory GTPase GEM1,GEM1,YAL048C
6358,TFIIH/NER complex ATPase/helicase subunit SSL2,SSL2,YIL143C
6359,ribosome-binding protein MDM38,MDM38,YOL027C
6360,F-actin-capping protein subunit beta,CAP2,YIL034C
6361,myo-inositol transporter ITR2,ITR2,YOL103W
6362,cytochrome-c peroxidase,CCP1,YKR066C
6363,protein-arginine omega-N methyltransferase HMT1,HMT1,YBR034C
6364,Bit61p,BIT61,YJL058C
6365,protein phosphatase regulator GAC1,GAC1,YOR178C
6366,nicotinamide riboside transporter,NRT1,YOR071C
6367,Rqc1p,RQC1,YDR333C
6368,aspartyl protease,YPS1,YLR120C
6369,histone acetyltransferase catalytic subunit HAT1,HAT1,YPL001W
6370,hypothetical protein,YIL055C,YIL055C
6372,hypothetical protein,YOR342C,YOR342C
6373,proteasome regulatory particle lid subunit RPN11,RPN11,YFR004W
6374,Hsp70 family ATPase SSQ1,SSQ1,YLR369W
6375,peptidylprolyl isomerase RRD2,RRD2,YPL152W
6376,Hpm1p,HPM1,YIL110W
6377,Tpo4p,TPO4,YOR273C
6378,Rsa1p,RSA1,YPL193W
6379,Cwh41p,CWH41,YGL027C
6380,Mvp1p,MVP1,YMR004W
6381,protein kinase ALK2,ALK2,YBL009W
6382,putative ferric-chelate reductase,FRE8,YLR047C
6383,Pff1p,PFF1,YBR074W
6384,Boi1p,BOI1,YBL085W
6385,hypothetical protein,YHR097C,YHR097C
6386,Avo2p,AVO2,YMR068W
6387,endonuclease,SLX1,YBR228W
6388,Taf11p,TAF11,YML015C
